Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-20,52.65,100.01,22.66,28.26,50.94,24.13,21.02,0.73,19.66,0.44,0.85,,,0.43,0.34,,81.87,1.12,206.1,,,35.78,758.54,-0.51
2024-01-21,51.43,97.97,28.17,29.81,48.36,24.92,20.86,2.47,18.95,0.54,1.03,,,0.52,0.34,,77.76,1.22,181.64,,,41.09,758.58,-0.51
2024-01-22,81.7,148.42,41.43,44.36,86.62,33.32,16.66,1.52,16.97,0.43,0.9,,,0.41,0.38,,81.25,1.2,176.59,,,38.82,759.29,-0.51
2024-01-23,161.91,282.45,49.42,40.73,90.19,49.64,2.23,1.25,3.08,0.41,0.96,,,0.43,0.34,,81.11,1.27,155.21,,,36.18,758.96,-0.51
2024-01-24,167.13,290.8,46.79,34.44,81.26,47.8,1.15,1.25,3.0,0.46,1.01,,,0.44,0.37,,78.79,1.47,37.21,,,40.5,758.49,-0.5
2024-01-25,170.9,297.09,31.47,23.17,54.65,40.12,1.0,1.25,2.23,0.49,1.09,,,0.49,0.42,,78.13,1.24,103.56,,,37.29,759.23,-0.5
2024-01-26,163.19,284.23,34.86,26.77,61.64,40.11,0.87,1.25,2.43,0.55,0.96,,,0.44,0.38,,80.21,1.22,208.26,,,31.37,760.66,-0.51
2024-01-27,133.68,235.3,26.49,26.27,52.79,35.51,0.76,1.25,2.81,0.5,1.06,,,0.47,0.35,,76.69,1.23,232.22,,,32.98,760.44,-0.5
2024-01-28,117.01,207.27,16.07,19.89,35.98,30.82,0.52,1.25,1.96,0.44,0.9,,,0.46,0.38,,73.99,1.05,256.41,,,30.71,760.15,-0.51
2024-01-29,153.87,268.7,27.32,40.26,67.62,37.18,0.93,1.25,3.32,0.58,0.95,,,0.49,0.43,,64.84,1.24,237.04,,,35.02,759.97,-0.5
2024-01-30,155.59,271.56,28.6,31.08,59.62,34.95,0.71,1.25,3.71,0.47,1.01,,,0.46,0.4,,74.08,1.22,209.96,,,38.59,759.23,-0.51
2024-01-31,126.07,222.36,25.29,22.83,48.14,30.98,0.58,1.25,3.78,0.53,1.04,,,0.43,0.43,,82.63,1.08,199.46,,,40.99,758.98,-0.51
2024-02-01,76.17,139.22,12.87,13.05,25.92,25.71,0.54,1.25,3.4,0.42,0.81,,,0.43,0.38,,88.8,1.1,167.53,,,29.31,758.82,-0.51
2024-02-02,86.01,155.6,13.2,14.06,27.27,27.56,0.53,1.25,3.85,0.47,0.94,,,0.41,0.37,,84.69,1.17,159.24,,,35.85,758.47,-0.5
2024-02-03,95.65,171.68,18.21,16.16,34.38,29.41,0.5,1.25,3.62,0.58,0.99,,,0.45,0.41,,80.51,1.05,230.45,,,42.99,759.21,-0.51
2024-02-04,96.54,173.15,28.52,22.01,50.55,32.51,0.68,1.25,4.1,0.54,0.86,,,0.39,0.37,,79.1,1.1,228.58,,,40.21,760.41,-0.51
2024-02-05,102.5,188.05,25.18,21.01,46.21,32.4,0.72,1.25,4.04,0.55,0.96,,,0.38,0.33,,78.47,1.15,230.16,,,44.71,760.51,-0.51
2024-02-06,71.98,156.21,24.88,24.97,49.87,33.9,3.13,1.25,4.24,0.59,1.08,,,0.43,0.38,,80.68,1.14,211.82,,,48.58,760.18,-0.51
2024-02-07,88.4,189.04,36.44,31.46,68.76,38.88,3.04,1.25,4.28,0.65,0.98,,,0.46,0.37,,77.55,1.19,204.22,,,52.08,759.66,-0.51
2024-02-08,75.65,163.55,25.54,21.17,46.72,31.85,3.54,1.25,3.89,0.57,0.95,,,0.4,0.37,,83.6,1.19,193.01,,,48.68,758.87,-0.51
2024-02-09,78.9,170.05,35.27,29.58,60.42,37.98,3.3,1.25,3.56,0.48,1.0,,,0.43,0.35,,82.67,1.07,206.84,,,42.74,759.5,-0.51
2024-02-10,80.67,173.59,22.02,24.67,46.72,34.64,2.31,1.25,4.52,0.54,0.99,,,0.4,0.43,,77.76,1.09,237.5,,,47.65,760.27,-0.51
2024-02-11,69.21,150.67,18.65,18.88,37.56,30.83,2.66,1.25,7.85,0.58,0.95,,,0.39,0.31,,73.76,1.11,232.55,,,45.21,760.81,-0.51
2024-02-12,64.09,140.42,31.78,25.47,56.57,33.44,3.31,1.25,6.45,0.5,0.86,,,0.48,0.29,,74.07,1.14,233.59,,,51.79,760.51,-0.51
2024-02-13,58.67,129.59,20.04,24.23,44.29,29.38,3.45,1.25,5.48,0.63,0.95,,,0.41,0.39,,78.68,1.25,232.31,,,43.04,759.9,-0.5
2024-02-14,53.12,118.38,19.03,22.89,41.94,28.75,3.2,1.25,6.37,0.58,0.93,,,0.41,0.31,,75.39,1.21,240.23,,,45.39,759.24,-0.51
2024-02-15,68.42,149.08,21.53,22.1,43.66,29.72,3.45,1.25,5.96,0.64,0.87,,,0.41,0.35,,75.07,1.17,232.55,,,45.27,759.33,-0.51
2024-02-16,70.83,153.91,26.09,30.52,56.64,32.83,3.02,1.25,5.37,0.48,0.86,,,0.44,0.33,,73.1,1.22,218.74,,,50.56,759.36,-0.5
2024-02-17,62.92,138.09,26.45,25.62,50.92,30.85,3.66,1.25,4.04,0.57,0.8,,,0.41,0.32,,75.14,1.22,231.67,,,51.44,758.47,-0.51
2024-02-18,64.56,141.36,21.75,18.28,40.05,29.64,3.34,1.25,6.57,0.55,0.99,,,0.44,0.39,,79.06,1.04,215.79,,,60.29,758.0,-0.51
2024-02-19,67.44,147.12,21.19,19.37,40.57,30.29,3.06,1.25,4.15,0.55,0.91,,,0.46,0.36,,76.51,1.34,97.62,,,55.45,758.13,-0.5
2024-02-20,71.99,156.32,18.38,16.35,34.82,30.66,3.43,1.25,4.66,0.51,0.97,,,0.41,0.37,,79.46,1.39,68.24,,,58.07,757.76,-0.5
2024-02-21,73.13,158.5,25.12,21.47,46.61,33.16,3.34,1.25,4.06,0.58,0.88,,,0.38,0.37,,79.76,1.5,56.51,,,53.41,756.64,-0.5
2024-02-22,61.97,136.2,16.27,15.97,32.26,30.05,2.44,1.25,3.77,0.47,0.85,,,0.43,0.34,,81.97,1.5,50.06,,,50.35,756.42,-0.49
2024-02-23,58.13,128.52,16.3,15.62,31.93,30.29,3.4,1.25,4.75,0.48,1.07,,,0.48,0.34,,83.97,1.55,47.19,,,55.2,756.12,-0.49
2024-02-24,55.21,122.66,22.34,19.25,41.61,34.22,2.38,1.25,4.47,0.53,0.96,,,0.35,0.35,,80.53,1.48,28.5,,,51.75,756.56,-0.49
2024-02-25,48.67,109.59,18.87,17.64,36.53,33.47,2.31,1.25,4.22,0.59,0.93,,,0.36,0.44,,71.83,1.11,132.06,,,57.66,756.64,-0.5
2024-02-26,39.22,90.69,16.58,16.63,33.23,33.44,5.55,1.25,4.9,0.53,0.88,,,0.46,0.39,,76.02,1.06,256.58,,,60.09,757.43,-0.5
2024-02-27,21.96,56.16,23.95,28.26,52.23,35.24,9.11,1.25,4.72,0.41,0.96,,,0.44,0.33,,75.14,1.14,249.57,,,67.98,757.78,-0.5
2024-02-28,21.78,55.77,15.44,16.32,31.72,28.81,7.34,1.25,4.34,0.52,1.09,,,0.45,0.35,,76.34,1.17,241.51,,,81.56,757.12,-0.5
2024-02-29,24.84,61.93,24.01,21.16,45.19,31.93,7.68,1.25,4.2,0.52,0.9,,,0.51,0.33,,76.0,1.05,223.56,,,87.23,757.34,-0.51
2024-03-01,58.11,128.47,12.2,18.36,30.55,39.36,7.58,1.24,4.37,0.54,0.98,,,0.45,0.4,,75.91,1.11,218.06,,,82.2,758.05,-0.51
2024-03-02,85.49,162.73,18.62,15.34,33.97,34.6,13.59,1.13,8.95,0.49,0.7,,,0.43,0.35,,81.28,1.22,107.79,,,66.24,757.77,-0.5
2024-03-03,66.17,110.29,5.44,12.47,17.84,18.35,3.88,1.63,5.42,0.46,0.81,,,0.42,0.47,,71.25,1.36,113.93,,,65.53,757.07,-0.5
2024-03-04,52.04,86.73,7.22,14.32,20.88,20.39,6.92,1.61,5.67,0.45,0.84,,,0.37,0.33,,74.85,1.19,122.56,,,68.47,757.08,-0.5
2024-03-05,36.29,60.49,3.95,16.07,20.02,26.88,5.97,1.68,6.06,0.43,0.85,,,0.4,0.41,,76.18,1.13,157.34,,,70.13,757.03,-0.5
2024-03-06,27.86,46.43,11.73,20.16,31.91,35.32,5.47,1.82,5.29,0.44,0.83,,,0.36,0.29,,77.37,1.32,105.24,,,65.7,756.99,-0.5
2024-03-07,28.9,48.17,10.71,20.72,31.43,47.78,5.96,2.02,5.42,0.45,0.89,,,0.4,0.3,,74.49,1.41,98.34,,,68.93,756.2,-0.5
2024-03-08,26.7,44.5,4.32,13.12,17.44,51.3,5.78,1.68,5.3,0.9,1.38,,,0.74,0.73,,77.62,1.49,52.24,,,71.06,756.35,-0.49
2024-03-09,23.0,38.32,5.69,14.12,19.83,47.3,4.46,1.68,6.13,1.0,1.5,,,0.8,0.8,,80.16,1.21,141.14,,,66.78,756.56,-0.5
2024-03-10,25.01,41.69,8.92,16.9,24.98,47.81,3.93,1.83,5.85,1.0,1.5,,,0.8,0.8,,73.88,1.12,167.86,,,63.32,757.99,-0.5
2024-03-11,23.04,38.4,4.69,13.3,18.0,39.82,5.45,1.7,7.51,1.0,1.5,,,0.8,0.8,,73.8,1.28,118.81,,,58.47,758.69,-0.5
2024-03-12,24.39,40.65,9.94,16.91,26.85,35.98,5.38,1.35,6.9,1.0,1.5,,,0.8,0.8,,77.05,1.47,61.39,,,62.25,758.02,-0.49
2024-03-13,31.87,53.11,1.95,9.28,11.06,25.22,3.46,1.82,6.87,1.0,1.5,,,0.8,0.8,,76.7,1.49,62.51,,,62.93,756.89,-0.49
2024-03-14,67.02,111.53,1.0,5.56,6.44,22.8,2.41,1.93,6.97,1.0,1.5,,,0.8,0.8,,77.68,1.49,67.81,,,58.54,756.7,-0.49
2024-03-15,59.11,98.52,1.68,5.04,6.29,26.29,2.64,2.09,6.04,1.0,1.5,,,0.8,0.8,,73.9,1.53,48.49,,,54.3,756.29,-0.49
2024-03-16,49.98,83.3,0.86,4.06,4.39,31.7,2.76,2.06,6.04,1.0,1.5,,,0.8,0.8,,80.02,1.52,52.39,,,49.2,756.72,-0.49
2024-03-17,37.51,62.51,2.59,4.57,6.22,24.43,2.63,1.86,5.35,1.0,1.5,,,0.8,0.8,,75.21,1.39,90.32,,,49.06,757.05,-0.5
2024-03-18,45.45,75.75,2.57,5.24,7.35,22.08,2.03,2.02,5.56,1.0,1.5,,,0.8,0.8,,76.47,1.4,104.8,,,49.56,756.69,-0.5
2024-03-19,47.79,79.61,2.88,6.36,8.89,24.03,2.19,1.96,5.79,1.0,1.5,,,0.8,0.8,,77.44,1.36,63.81,,,51.08,756.29,-0.5
2024-03-20,41.64,69.4,1.97,6.97,8.66,29.24,3.13,2.0,6.38,1.0,1.5,,,0.8,0.8,,74.42,1.15,167.55,,,56.56,756.42,-0.5
2024-03-21,55.7,92.83,2.37,6.5,8.65,19.22,1.8,1.66,6.36,1.0,1.5,,,0.8,0.8,,75.0,0.88,276.94,,,56.43,756.43,-0.51
2024-03-22,64.15,106.91,2.32,6.86,7.83,38.59,2.24,1.84,5.86,1.0,1.5,,,0.8,0.8,,75.72,1.03,187.74,,,53.81,755.1,-0.5
2024-03-23,58.81,98.08,2.22,6.75,8.42,24.71,2.93,1.8,5.79,1.0,1.5,,,0.8,0.8,,74.95,1.42,79.15,,,54.36,755.03,-0.49
2024-03-24,45.02,75.03,2.25,7.48,9.6,15.95,3.14,1.74,5.71,1.0,1.5,,,0.8,0.8,,76.83,1.31,93.93,,,55.81,756.49,-0.5
2024-03-25,40.32,67.19,4.84,8.35,12.35,40.73,4.19,1.73,6.61,1.0,1.5,,,0.8,0.8,,75.15,1.13,211.06,,,56.29,756.67,-0.51
2024-03-26,33.92,56.53,1.53,8.09,9.58,8.34,5.01,1.92,5.71,1.0,1.5,,,0.8,0.8,,69.53,1.22,157.64,,,67.68,757.12,-0.5
2024-03-27,31.84,53.07,2.56,6.58,9.03,15.41,4.56,1.83,6.0,1.0,1.5,,,0.8,0.8,,74.72,1.29,120.48,,,77.49,757.98,-0.5
2024-03-28,29.85,49.74,2.46,5.11,7.37,18.88,6.19,1.92,5.77,1.0,1.5,,,0.8,0.8,,78.86,1.29,101.73,,,70.55,756.4,-0.49
2024-03-29,27.63,46.05,1.36,3.97,4.75,20.37,6.58,1.75,5.74,1.0,1.5,,,0.8,0.8,,79.42,1.52,59.56,,,77.32,755.71,-0.49
2024-03-30,28.35,47.32,2.86,4.57,6.81,16.67,5.93,1.65,5.62,1.0,1.5,,,0.8,0.8,,73.21,1.61,53.08,,,79.18,756.43,-0.49
2024-03-31,25.35,41.97,2.43,12.9,15.22,30.81,5.28,1.97,5.69,1.0,1.5,,,0.8,0.8,,78.76,1.48,65.62,,,75.15,757.1,-0.49
2024-04-01,25.61,42.68,3.45,5.9,7.9,63.62,7.03,1.73,5.11,1.0,1.5,,,0.8,0.8,,78.83,1.46,70.22,,,81.29,755.1,-0.49
2024-04-02,25.06,41.78,2.4,4.91,5.9,45.87,5.28,1.89,4.88,1.0,1.5,,,0.8,0.8,,78.85,1.6,58.3,,,76.65,753.75,-0.49
2024-04-03,27.58,45.97,2.73,6.1,8.62,24.48,5.19,1.9,4.89,1.0,1.5,,,0.8,0.8,,76.57,1.68,61.53,,,86.63,754.26,-0.48
2024-04-04,25.6,42.25,3.86,8.53,11.85,23.69,5.04,2.31,7.37,1.0,1.5,,,0.8,0.8,,81.26,1.58,55.58,,,82.74,754.4,-0.49
2024-04-05,25.22,42.03,2.92,5.43,8.36,15.59,5.61,1.85,5.2,1.0,1.5,,,0.8,0.8,,81.08,1.55,61.42,,,81.13,754.1,-0.49
2024-04-06,24.43,40.72,2.7,5.3,8.0,13.47,4.77,1.51,5.97,1.0,1.5,,,0.8,0.8,,73.49,1.58,65.96,,,83.66,753.03,-0.49
2024-04-07,27.01,45.01,2.72,5.43,8.16,16.2,4.67,1.72,5.59,1.0,1.5,,,0.8,0.8,,76.61,1.57,60.32,,,90.32,752.88,-0.49
2024-04-08,28.88,48.13,2.23,4.74,6.97,17.73,3.96,1.72,5.5,1.0,1.5,,,0.8,0.8,,79.81,1.45,89.04,,,87.36,754.2,-0.49
2024-04-09,22.73,37.87,4.0,5.65,8.96,32.89,4.63,1.87,6.72,1.0,1.5,,,0.8,0.8,,73.66,1.14,212.91,,,90.21,755.18,-0.5
2024-04-10,27.87,46.45,4.45,6.31,10.76,29.07,4.97,1.91,6.39,1.0,1.5,,,0.8,0.8,,76.86,1.11,231.65,,,89.06,755.13,-0.5
2024-04-11,22.1,36.84,4.64,6.54,11.18,14.78,5.12,1.73,6.28,1.0,1.5,,,0.8,0.8,,73.36,1.01,242.72,,,96.08,755.4,-0.5
2024-04-12,24.21,40.35,3.71,6.43,10.1,12.9,4.22,1.76,6.57,1.0,1.5,,,0.8,0.8,,75.14,0.93,239.2,,,101.95,755.36,-0.5
2024-04-13,23.35,38.92,3.53,7.9,11.43,31.93,3.94,1.88,7.35,1.0,1.5,,,0.8,0.8,,74.85,1.17,184.1,,,100.34,755.27,-0.5
2024-04-14,22.03,36.68,3.33,6.16,9.3,8.47,3.56,1.74,10.16,1.0,1.5,,,0.8,0.8,,73.33,1.09,243.16,,,102.86,755.54,-0.51
2024-04-15,20.37,33.96,2.74,6.39,9.14,9.88,2.68,1.57,6.34,1.0,1.5,,,0.8,0.8,,75.07,1.26,148.62,,,101.7,755.93,-0.5
2024-04-16,21.2,35.34,3.15,6.1,8.98,13.97,2.78,1.59,6.19,1.0,1.5,,,0.8,0.8,,71.66,1.56,69.17,,,101.45,754.94,-0.49
2024-04-17,25.01,41.69,3.31,13.12,16.44,5.25,2.67,1.54,5.87,1.0,1.5,,,0.8,0.8,,78.38,1.72,57.06,,,80.06,753.83,-0.48
2024-04-18,26.13,43.56,2.71,6.02,8.72,12.33,2.11,1.74,5.54,1.0,1.5,,,0.8,0.8,,78.54,1.76,60.01,,,81.67,753.0,-0.47
2024-04-19,25.95,43.24,3.51,5.5,9.01,4.74,2.23,1.46,6.06,1.0,1.5,,,0.8,0.8,,81.61,1.77,52.32,,,85.98,751.9,-0.47
2024-04-20,22.98,38.29,2.37,4.87,7.24,7.77,2.03,1.54,6.16,1.0,1.5,,,0.8,0.8,,80.98,1.66,49.13,,,79.32,751.93,-0.48
2024-04-21,23.85,39.74,3.03,5.75,8.78,7.34,2.26,1.76,6.62,1.0,1.5,,,0.8,0.8,,82.19,1.64,46.32,,,92.16,752.57,-0.48
2024-04-22,24.04,40.06,3.38,10.16,13.55,20.08,2.15,1.58,6.37,1.0,1.5,,,0.8,0.8,,78.45,1.64,56.46,,,93.29,753.32,-0.48
2024-04-23,22.69,37.81,4.54,14.71,19.26,46.43,2.42,1.73,6.89,1.0,1.5,,,0.8,0.8,,72.96,1.48,71.95,,,94.4,752.88,-0.49
2024-04-24,25.12,41.86,3.59,10.31,13.9,33.52,2.33,1.44,7.36,1.0,1.5,,,0.8,0.8,,78.09,1.56,59.38,,,91.29,752.56,-0.49
2024-04-25,22.16,36.93,3.14,8.31,11.45,36.55,2.77,1.53,6.92,1.0,1.5,,,0.8,0.8,,79.23,1.56,50.29,,,87.82,752.69,-0.49
2024-04-26,21.54,35.9,3.29,8.17,11.47,37.13,3.07,1.63,10.02,1.0,1.5,,,0.8,0.8,,78.55,1.53,60.79,,,92.13,752.61,-0.49
2024-04-27,21.3,35.5,3.54,8.01,11.54,44.77,3.44,1.67,7.08,1.0,1.5,,,0.8,0.8,,77.38,1.55,56.48,,,93.05,752.9,-0.49
2024-04-28,25.76,43.0,3.67,7.51,10.88,39.15,3.48,1.76,6.06,1.0,1.5,,,0.8,0.8,,79.31,1.62,59.82,,,87.99,753.05,-0.49
2024-04-29,24.93,41.56,3.08,7.13,10.21,32.83,3.07,1.58,6.11,1.0,1.5,,,0.8,0.8,,80.27,1.59,56.13,,,87.43,753.72,-0.48
2024-04-30,25.38,42.29,2.98,7.9,10.89,32.04,3.4,1.65,9.04,1.0,1.5,,,0.8,0.8,,76.57,1.67,55.31,,,92.16,752.53,-0.48
2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,27.01,45.02,2.28,7.41,9.13,46.58,2.26,2.19,7.47,1.0,1.5,,,0.8,0.8,,67.57,1.82,41.47,,,134.21,750.27,-0.46
2024-05-03,28.63,47.72,2.44,7.66,10.11,36.07,2.33,1.65,6.29,1.0,1.5,,,0.8,0.8,,75.08,1.78,52.65,,,83.33,751.39,-0.47
2024-05-04,24.9,41.51,2.24,6.76,9.0,36.42,1.96,1.92,6.03,1.0,1.5,,,0.8,0.8,,74.44,1.73,54.29,,,74.7,751.84,-0.47
2024-05-05,21.39,35.66,2.2,6.42,8.62,39.99,2.02,1.88,6.25,1.0,1.5,,,0.8,0.8,,73.45,1.81,50.17,,,74.94,750.92,-0.46
2024-05-06,26.15,43.56,2.14,6.02,8.16,35.71,2.19,1.49,6.52,1.0,1.5,,,0.8,0.8,,82.18,1.71,37.71,,,86.65,751.5,-0.47
2024-05-07,22.49,37.48,2.63,5.13,7.77,38.48,1.78,2.21,7.71,1.0,1.5,,,0.8,0.8,,76.81,1.59,58.89,,,98.38,752.94,-0.48
2024-05-08,23.75,39.58,3.44,4.97,8.41,39.72,2.25,1.89,8.74,1.0,1.5,,,0.8,0.8,,73.36,1.34,111.03,,,99.72,753.81,-0.49
2024-05-09,21.39,35.65,2.92,5.82,8.66,42.06,2.15,1.85,6.1,1.0,1.5,,,0.8,0.8,,79.57,1.27,89.4,,,91.73,753.07,-0.49
2024-05-10,20.31,33.86,3.08,7.09,10.18,34.13,2.11,1.79,8.5,1.0,1.5,,,0.8,0.8,,76.37,1.31,63.08,,,128.78,753.58,-0.49
2024-05-11,20.74,34.57,2.84,7.01,9.86,35.29,2.12,1.62,5.03,1.0,1.5,,,0.8,0.8,,77.1,1.57,45.1,,,135.9,754.19,-0.49
2024-05-12,19.12,31.87,2.37,3.76,6.05,37.8,2.27,1.5,6.57,1.0,1.5,,,0.8,0.8,,75.01,1.48,58.68,,,132.43,754.09,-0.49
2024-05-13,17.21,28.68,3.52,4.46,7.97,34.37,2.34,1.88,6.74,1.0,1.5,,,0.8,0.8,,77.81,1.16,184.41,,,124.57,753.59,-0.5
2024-05-14,15.16,25.27,5.2,9.26,14.28,37.55,2.45,1.67,6.83,1.0,1.5,,,0.8,0.8,,74.38,1.07,216.29,,,106.41,753.39,-0.5
2024-05-15,14.05,23.41,3.39,7.18,10.58,29.13,2.78,1.99,14.48,1.0,1.5,,,0.8,0.8,,76.14,1.19,179.55,,,91.45,753.83,-0.5
2024-05-16,14.17,23.62,6.61,8.92,15.53,43.81,3.55,1.99,9.25,1.0,1.5,,,0.8,0.8,,97.06,1.39,132.52,,,15.54,754.75,-0.5
2024-05-17,13.93,23.21,4.83,5.55,10.38,40.87,3.44,1.76,8.03,1.0,1.5,,,0.8,0.8,,91.81,1.46,90.23,,,45.49,753.64,-0.5
2024-05-18,13.77,22.95,5.37,5.95,10.89,58.23,3.64,2.45,5.02,1.0,1.5,,,0.8,0.8,,80.0,1.08,144.32,,,141.96,752.06,-0.5
2024-05-19,13.81,23.02,4.85,10.71,15.57,51.95,3.21,1.24,5.19,1.0,1.5,,,0.8,0.8,,82.0,1.26,123.79,,,79.31,750.69,-0.5
2024-05-20,13.71,22.85,6.68,11.57,18.27,39.37,4.46,1.24,5.7,1.0,1.5,,,0.8,0.8,,85.42,1.18,160.4,,,99.79,750.4,-0.5
2024-05-21,13.66,22.77,6.98,13.02,20.0,37.85,5.06,1.25,5.72,1.0,1.5,,,0.8,0.8,,85.31,1.25,220.15,,,100.82,750.12,-0.5
2024-05-22,13.64,22.74,6.11,10.83,16.94,31.59,6.23,1.25,6.94,1.0,1.5,,,0.8,0.8,,83.4,1.25,219.2,,,120.28,749.36,-0.51
2024-05-23,13.63,22.72,5.04,10.3,15.34,30.02,5.79,1.25,10.56,1.0,1.5,,,0.8,0.8,,78.6,1.23,143.17,,,117.78,748.53,-0.5
2024-05-24,23.33,38.91,3.57,10.4,13.97,35.78,3.93,1.24,7.58,1.0,1.5,,,0.8,0.8,,75.48,1.47,71.03,,,87.1,747.57,-0.49
2024-05-25,14.87,24.79,3.3,11.26,14.56,33.88,2.86,1.24,10.42,1.0,1.5,,,0.8,0.8,,71.21,1.51,119.3,,,50.01,747.19,-0.49
2024-05-26,13.62,22.7,3.28,10.43,13.71,31.41,3.2,1.24,8.11,1.0,1.5,,,0.8,0.8,,52.24,2.81,107.2,,,93.76,747.54,-0.42
2024-05-27,17.28,28.8,2.96,9.94,12.9,34.19,3.93,1.25,6.63,1.0,1.5,,,0.8,0.8,,52.36,2.75,101.88,,,103.68,747.69,-0.42
2024-05-28,53.95,89.88,4.31,11.13,15.45,36.93,4.45,1.24,7.82,1.0,1.5,,,0.8,0.8,,57.93,2.51,95.0,,,110.47,748.32,-0.43
2024-05-29,51.27,85.44,4.0,11.14,15.15,37.5,4.04,1.24,9.4,1.0,1.5,,,0.8,0.8,,54.81,2.46,98.23,,,125.44,748.2,-0.44
2024-05-30,44.44,74.08,2.75,9.67,12.43,34.09,4.55,1.23,12.31,1.0,1.5,,,0.8,0.8,,65.11,1.58,71.72,,,112.72,748.79,-0.48
2024-05-31,14.31,23.87,2.93,9.04,11.97,46.97,3.78,1.24,8.18,1.0,1.5,,,0.8,0.8,,67.82,1.46,107.2,,,112.05,748.97,-0.49
